device, pi
00-25-9C-52-91-1D = -61
02-11-87-A5-5A-72 = -55
56-5A-04-2F-2C-A1 = -69
6C-B0-CE-ED-2B-BB = -37
B4-18-D1-E0-33-DE = -69
F0-25-72-70-A5-60 = -55
F0-25-72-70-A5-62 = -61
F0-25-72-70-A5-64 = -59
F0-25-72-70-A5-66 = -61
F0-25-72-70-B6-70 = -69
F0-25-72-70-B6-72 = -67
F0-25-72-70-B6-74 = -67
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A2 = -69
F0-25-72-7D-19-F0 = -55
F0-25-72-7D-19-F2 = -57
F0-25-72-7D-19-F4 = -55
F0-25-72-7D-7C-A6 = -79
F0-25-72-7D-80-D0 = -77
F0-25-72-7D-88-70 = -49
F0-25-72-7D-88-72 = -49
F0-25-72-7D-88-74 = -49
F0-25-72-7D-88-76 = -49
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -49
F0-25-72-7D-8A-C6 = -47
F0-25-72-7D-FC-56 = -67
---------------------
========== [FLAGGED] =============
00-22-75-43-1F-68 = -73
00-25-9C-52-91-1D = -65
02-11-87-A5-5A-72 = -55
56-5A-04-2F-2C-A1 = -69
B4-18-D1-E0-33-DE = -55
F0-25-72-70-B6-72 = -71
F0-25-72-70-B6-74 = -73
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F4 = -47
F0-25-72-7D-7C-A2 = -67
F0-25-72-7D-7C-A4 = -71
F0-25-72-7D-7C-A6 = -69
F0-25-72-7D-88-70 = -51
F0-25-72-7D-88-72 = -53
F0-25-72-7D-88-74 = -51
F0-25-72-7D-88-76 = -53
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -75
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-8B-32 = -63
F0-25-72-7D-8B-34 = -61
---------------------
00-22-75-43-1F-68 = -69
00-25-9C-52-91-1D = -67
02-11-87-A5-5A-72 = -53
56-5A-04-2F-2C-A1 = -71
6C-B0-CE-ED-2B-BB = -41
B4-18-D1-E0-33-DE = -55
F0-25-72-70-A5-60 = -67
F0-25-72-70-B6-72 = -71
F0-25-72-70-B6-74 = -73
F0-25-72-70-C2-A4 = -69
F0-25-72-70-C3-66 = -67
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -47
F0-25-72-7D-19-F4 = -45
F0-25-72-7D-19-F6 = -47
F0-25-72-7D-4F-34 = -69
F0-25-72-7D-7C-A0 = -71
F0-25-72-7D-7C-A2 = -71
F0-25-72-7D-7C-A4 = -71
F0-25-72-7D-7C-A6 = -71
F0-25-72-7D-80-D6 = -71
F0-25-72-7D-88-70 = -51
F0-25-72-7D-88-72 = -49
F0-25-72-7D-88-74 = -49
F0-25-72-7D-88-76 = -49
F0-25-72-7D-8A-C0 = -47
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -47
F0-25-72-7D-8A-C6 = -47
F0-25-72-7D-8B-34 = -61
F0-25-72-7D-8B-36 = -63
F0-25-72-7D-EB-86 = -75
F0-25-72-7D-FC-50 = -57
F0-25-72-7D-FC-52 = -57
F0-25-72-7D-FC-54 = -57
---------------------
---------------------
00-22-75-43-1F-68 = -71
00-25-9C-52-91-1D = -71
02-11-87-A5-5A-72 = -57
56-5A-04-2F-2C-A1 = -73
6C-B0-CE-ED-2B-BB = -39
B4-18-D1-E0-33-DE = -61
F0-25-72-70-B6-70 = -65
F0-25-72-70-B6-72 = -67
F0-25-72-70-B6-76 = -67
F0-25-72-70-C2-A2 = -69
F0-25-72-70-C2-A4 = -71
F0-25-72-70-C2-A6 = -69
F0-25-72-70-C3-62 = -65
F0-25-72-70-C3-64 = -65
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F2 = -51
F0-25-72-7D-19-F4 = -49
F0-25-72-7D-19-F6 = -51
F0-25-72-7D-4F-30 = -71
F0-25-72-7D-4F-34 = -71
F0-25-72-7D-7C-A0 = -71
F0-25-72-7D-7C-A4 = -67
F0-25-72-7D-7C-A6 = -71
F0-25-72-7D-80-D4 = -79
F0-25-72-7D-88-70 = -47
F0-25-72-7D-88-72 = -49
F0-25-72-7D-88-74 = -47
F0-25-72-7D-88-76 = -49
F0-25-72-7D-8A-C0 = -55
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -49
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-8B-32 = -55
F0-25-72-7D-8B-36 = -59
F0-25-72-7D-FC-50 = -65
---------------------
---------------------
00-22-75-43-1F-68 = -67
00-25-9C-52-91-1D = -69
56-5A-04-2F-2C-A1 = -69
6C-B0-CE-ED-2B-BB = -43
B4-18-D1-E0-33-DE = -59
F0-25-72-70-B6-72 = -69
F0-25-72-70-B6-74 = -69
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A6 = -67
F0-25-72-70-C3-60 = -67
F0-25-72-70-C3-64 = -69
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -47
F0-25-72-7D-19-F4 = -59
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-7C-A0 = -69
F0-25-72-7D-7C-A2 = -69
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -69
F0-25-72-7D-88-70 = -47
F0-25-72-7D-88-72 = -49
F0-25-72-7D-88-74 = -47
F0-25-72-7D-88-76 = -47
F0-25-72-7D-8A-C4 = -49
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-8B-34 = -63
F0-25-72-7D-8B-36 = -57
F0-25-72-7D-EB-82 = -77
F0-25-72-7D-EB-84 = -77
F0-25-72-7D-FC-52 = -67
---------------------
00-22-75-43-1F-68 = -65
00-25-9C-52-91-1D = -69
02-11-87-A5-5A-72 = -63
56-5A-04-2F-2C-A1 = -71
6C-B0-CE-ED-2B-BB = -43
B4-18-D1-E0-33-DE = -59
F0-25-72-70-B6-72 = -69
F0-25-72-70-B6-74 = -69
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A6 = -67
F0-25-72-7D-19-F0 = -53
F0-25-72-7D-19-F2 = -53
F0-25-72-7D-19-F4 = -53
F0-25-72-7D-19-F6 = -53
F0-25-72-7D-4F-32 = -67
F0-25-72-7D-4F-36 = -69
F0-25-72-7D-6F-66 = -71
F0-25-72-7D-7C-A0 = -71
F0-25-72-7D-7C-A2 = -69
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -69
F0-25-72-7D-88-70 = -47
F0-25-72-7D-88-72 = -47
F0-25-72-7D-88-74 = -47
F0-25-72-7D-88-76 = -47
F0-25-72-7D-8A-C0 = -45
F0-25-72-7D-8A-C4 = -47
F0-25-72-7D-8B-36 = -69
F0-25-72-7D-FC-50 = -63
F0-25-72-7D-FC-52 = -67
F0-25-72-7D-FC-54 = -65
F0-25-72-7D-FC-56 = -63
---------------------
00-22-75-43-1F-68 = -67
00-25-9C-52-91-1D = -67
02-11-87-A5-5A-72 = -53
56-5A-04-2F-2C-A1 = -71
6C-B0-CE-ED-2B-BB = -41
B4-18-D1-E0-33-DE = -63
F0-25-72-70-A5-66 = -71
F0-25-72-70-C2-A2 = -65
F0-25-72-70-C2-A4 = -65
F0-25-72-70-C2-A6 = -67
F0-25-72-70-C3-62 = -71
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F2 = -69
F0-25-72-7D-19-F4 = -47
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-7C-A0 = -71
F0-25-72-7D-7C-A2 = -69
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -69
F0-25-72-7D-80-D4 = -73
F0-25-72-7D-88-70 = -49
F0-25-72-7D-88-72 = -51
F0-25-72-7D-88-74 = -49
F0-25-72-7D-88-76 = -49
F0-25-72-7D-8A-C2 = -49
F0-25-72-7D-8A-C4 = -49
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-FC-52 = -65
F0-25-72-7D-FC-54 = -63
F0-25-72-7D-FC-56 = -63
---------------------
00-22-75-43-1F-68 = -69
00-25-9C-52-91-1D = -73
56-5A-04-2F-2C-A1 = -71
6C-B0-CE-ED-2B-BB = -41
B4-18-D1-E0-33-DE = -67
F0-25-72-70-A5-64 = -69
F0-25-72-70-C2-A2 = -65
F0-25-72-70-C2-A4 = -65
F0-25-72-70-C2-A6 = -67
F0-25-72-70-C3-62 = -71
F0-25-72-70-C3-64 = -69
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -69
F0-25-72-7D-19-F4 = -47
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-4F-30 = -67
F0-25-72-7D-4F-34 = -67
F0-25-72-7D-56-B2 = -75
F0-25-72-7D-56-B6 = -77
F0-25-72-7D-7C-A0 = -67
F0-25-72-7D-7C-A2 = -67
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -67
F0-25-72-7D-80-D4 = -73
F0-25-72-7D-80-D6 = -73
F0-25-72-7D-88-70 = -47
F0-25-72-7D-88-72 = -47
F0-25-72-7D-88-74 = -45
F0-25-72-7D-88-76 = -47
F0-25-72-7D-8A-C0 = -51
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -51
F0-25-72-7D-8B-32 = -63
F0-25-72-7D-8B-36 = -65
F0-25-72-7D-FC-50 = -61
F0-25-72-7D-FC-52 = -65
F0-25-72-7D-FC-54 = -63
F0-25-72-7D-FC-56 = -63
---------------------
========== [FLAGGED] =============
00-22-75-43-25-9C = -75
00-25-9C-52-91-1D = -67
6C-B0-CE-ED-2B-BB = -45
B4-18-D1-E0-33-DE = -57
F0-25-72-70-B6-72 = -69
F0-25-72-70-B6-74 = -69
F0-25-72-70-C3-64 = -71
F0-25-72-70-C5-B2 = -75
F0-25-72-70-C5-B6 = -71
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F4 = -49
F0-25-72-7D-4F-30 = -65
F0-25-72-7D-6F-62 = -71
F0-25-72-7D-7C-A4 = -67
F0-25-72-7D-7C-A6 = -67
F0-25-72-7D-80-D0 = -73
F0-25-72-7D-80-D4 = -73
F0-25-72-7D-80-D6 = -75
F0-25-72-7D-88-70 = -39
F0-25-72-7D-88-72 = -41
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -41
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -53
F0-25-72-7D-8B-32 = -65
F0-25-72-7D-8B-34 = -63
F0-25-72-7D-8B-36 = -63
F0-25-72-7D-EB-82 = -73
F0-25-72-7D-EB-84 = -73
---------------------
00-22-75-43-1F-68 = -67
00-25-9C-52-91-1D = -65
02-11-87-A5-5A-72 = -65
6C-B0-CE-ED-2B-BB = -45
B4-18-D1-E0-33-DE = -63
F0-25-72-70-A5-60 = -69
F0-25-72-70-A5-64 = -69
F0-25-72-70-B6-72 = -69
F0-25-72-70-B6-74 = -69
F0-25-72-70-C5-B2 = -75
F0-25-72-70-C5-B6 = -71
F0-25-72-7D-19-F0 = -51
F0-25-72-7D-19-F4 = -49
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-4F-32 = -65
F0-25-72-7D-4F-36 = -65
F0-25-72-7D-7C-A0 = -67
F0-25-72-7D-7C-A2 = -65
F0-25-72-7D-7C-A4 = -67
F0-25-72-7D-7C-A6 = -67
F0-25-72-7D-80-D0 = -73
F0-25-72-7D-80-D4 = -73
F0-25-72-7D-80-D6 = -75
F0-25-72-7D-88-70 = -39
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -37
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -49
F0-25-72-7D-8A-C6 = -53
F0-25-72-7D-EB-84 = -73
F0-25-72-7D-FC-52 = -59
F0-25-72-7D-FC-54 = -61
F0-25-72-7D-FC-56 = -61
---------------------
00-22-75-43-1F-68 = -67
00-25-9C-52-91-1D = -67
02-11-87-A5-5A-72 = -67
6C-B0-CE-ED-2B-BB = -45
B4-18-D1-E0-33-DE = -65
F0-25-72-70-B6-70 = -67
F0-25-72-70-C3-60 = -71
F0-25-72-70-C5-B6 = -71
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -63
F0-25-72-7D-19-F4 = -71
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-7C-A0 = -63
F0-25-72-7D-7C-A2 = -65
F0-25-72-7D-7C-A4 = -65
F0-25-72-7D-7C-A6 = -67
F0-25-72-7D-88-70 = -39
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -39
F0-25-72-7D-88-F4 = -77
F0-25-72-7D-8A-C0 = -53
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -51
F0-25-72-7D-8B-30 = -63
F0-25-72-7D-8B-32 = -65
F0-25-72-7D-8B-34 = -63
F0-25-72-7D-8B-36 = -63
F0-25-72-7D-EB-80 = -73
F0-25-72-7D-EB-82 = -73
F0-25-72-7D-EB-84 = -73
F0-25-72-7D-EB-86 = -75
F0-25-72-7D-FC-52 = -59
F0-25-72-7D-FC-56 = -61
---------------------
00-22-75-43-1F-68 = -67
00-22-75-43-25-9C = -77
00-25-9C-52-91-1D = -65
6C-B0-CE-ED-2B-BB = -45
B4-18-D1-E0-33-DE = -59
F0-25-72-70-B6-70 = -67
F0-25-72-70-B6-76 = -71
F0-25-72-70-C5-B6 = -71
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -45
F0-25-72-7D-19-F4 = -45
F0-25-72-7D-19-F6 = -47
F0-25-72-7D-4F-32 = -69
F0-25-72-7D-4F-34 = -69
F0-25-72-7D-7C-A0 = -65
F0-25-72-7D-7C-A2 = -63
F0-25-72-7D-7C-A4 = -65
F0-25-72-7D-7C-A6 = -65
F0-25-72-7D-80-D6 = -75
F0-25-72-7D-88-70 = -39
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -39
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-8B-34 = -63
F0-25-72-7D-8B-36 = -67
F0-25-72-7D-EB-82 = -73
F0-25-72-7D-EB-86 = -75
F0-25-72-7D-FC-50 = -57
F0-25-72-7D-FC-52 = -59
F0-25-72-7D-FC-54 = -57
F0-25-72-7D-FC-56 = -57
---------------------
00-22-75-43-1F-68 = -71
00-25-9C-52-91-1D = -73
02-11-87-A5-5A-72 = -65
6C-B0-CE-ED-2B-BB = -41
B4-18-D1-E0-33-DE = -65
F0-25-72-70-A5-62 = -71
F0-25-72-70-A5-66 = -71
F0-25-72-70-B6-70 = -69
F0-25-72-70-B6-74 = -69
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A2 = -69
F0-25-72-70-C2-A4 = -71
F0-25-72-70-C2-A6 = -71
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -45
F0-25-72-7D-19-F4 = -55
F0-25-72-7D-19-F6 = -47
F0-25-72-7D-7C-A0 = -67
F0-25-72-7D-7C-A2 = -71
F0-25-72-7D-7C-A4 = -71
F0-25-72-7D-7C-A6 = -71
F0-25-72-7D-80-D6 = -75
F0-25-72-7D-88-70 = -39
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -69
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-8B-34 = -69
F0-25-72-7D-AB-C2 = -71
F0-25-72-7D-FC-50 = -57
F0-25-72-7D-FC-52 = -59
F0-25-72-7D-FC-56 = -67
---------------------
00-22-75-43-1F-68 = -69
00-25-9C-52-91-1D = -69
02-11-87-A5-5A-72 = -63
56-5A-04-2F-2C-A1 = -77
6C-B0-CE-ED-2B-BB = -39
B4-18-D1-E0-33-DE = -65
F0-25-72-70-B6-70 = -69
F0-25-72-70-B6-72 = -75
F0-25-72-70-B6-74 = -73
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A2 = -69
F0-25-72-70-C2-A4 = -71
F0-25-72-70-C2-A6 = -71
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F4 = -49
F0-25-72-7D-4F-34 = -61
F0-25-72-7D-7C-A0 = -65
F0-25-72-7D-7C-A2 = -65
F0-25-72-7D-7C-A4 = -63
F0-25-72-7D-7C-A6 = -65
F0-25-72-7D-88-70 = -37
F0-25-72-7D-88-72 = -37
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -69
F0-25-72-7D-88-F6 = -77
F0-25-72-7D-8B-32 = -67
F0-25-72-7D-8B-34 = -69
---------------------
00-22-75-43-1F-68 = -73
00-22-75-43-25-9C = -71
00-25-9C-52-91-1D = -67
56-5A-04-2F-2C-A1 = -71
6C-B0-CE-ED-2B-BB = -49
B4-18-D1-E0-33-DE = -65
F0-25-72-70-B6-72 = -75
F0-25-72-70-B6-74 = -73
F0-25-72-70-C2-A0 = -69
F0-25-72-70-C2-A2 = -69
F0-25-72-70-C2-A4 = -71
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F2 = -49
F0-25-72-7D-19-F4 = -49
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-4F-32 = -63
F0-25-72-7D-4F-34 = -59
F0-25-72-7D-7C-A0 = -71
F0-25-72-7D-7C-A2 = -71
F0-25-72-7D-7C-A4 = -63
F0-25-72-7D-7C-A6 = -71
F0-25-72-7D-80-D6 = -75
F0-25-72-7D-88-70 = -37
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -39
F0-25-72-7D-8A-C0 = -47
F0-25-72-7D-8A-C2 = -45
F0-25-72-7D-8A-C4 = -45
F0-25-72-7D-8A-C6 = -47
F0-25-72-7D-FC-52 = -63
F0-25-72-7D-FC-54 = -65
F0-25-72-7D-FC-56 = -65
---------------------
00-22-75-43-1F-68 = -73
00-25-9C-52-91-1D = -69
02-11-87-A5-5A-72 = -63
56-5A-04-2F-2C-A1 = -75
6C-B0-CE-ED-2B-BB = -51
B4-18-D1-E0-33-DE = -65
F0-25-72-70-A5-66 = -71
F0-25-72-70-B6-70 = -69
F0-25-72-70-B6-72 = -69
F0-25-72-70-C2-A0 = -69
F0-25-72-70-C2-A4 = -71
F0-25-72-70-C2-A6 = -73
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F2 = -49
F0-25-72-7D-19-F4 = -49
F0-25-72-7D-7C-A0 = -71
F0-25-72-7D-7C-A2 = -65
F0-25-72-7D-7C-A6 = -65
F0-25-72-7D-80-D6 = -75
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -39
F0-25-72-7D-88-F0 = -75
F0-25-72-7D-8A-C0 = -47
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -51
F0-25-72-7D-8B-30 = -61
F0-25-72-7D-8B-32 = -61
F0-25-72-7D-FC-56 = -65
---------------------
00-22-75-43-1F-68 = -73
00-25-9C-52-91-1D = -69
56-5A-04-2F-2C-A1 = -71
6C-B0-CE-ED-2B-BB = -43
B4-18-D1-E0-33-DE = -65
F0-25-72-70-A5-64 = -73
F0-25-72-70-B6-70 = -71
F0-25-72-70-B6-72 = -73
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A0 = -73
F0-25-72-7D-19-F0 = -51
F0-25-72-7D-19-F2 = -49
F0-25-72-7D-19-F4 = -51
F0-25-72-7D-19-F6 = -49
F0-25-72-7D-4F-30 = -65
F0-25-72-7D-7C-A0 = -69
F0-25-72-7D-7C-A2 = -65
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -65
F0-25-72-7D-80-D2 = -75
F0-25-72-7D-80-D4 = -77
F0-25-72-7D-88-70 = -37
F0-25-72-7D-88-72 = -37
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -37
F0-25-72-7D-8A-C0 = -51
F0-25-72-7D-8A-C2 = -51
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -51
F0-25-72-7D-8B-32 = -63
F0-25-72-7D-8B-34 = -61
F0-25-72-7D-8B-36 = -63
F0-25-72-7D-FC-50 = -65
F0-25-72-7D-FC-52 = -67
---------------------
00-22-75-43-1F-68 = -71
00-22-75-43-25-9C = -79
00-25-9C-52-91-1D = -69
6C-B0-CE-ED-2B-BB = -39
B4-18-D1-E0-33-DE = -63
F0-25-72-70-A5-62 = -71
F0-25-72-70-A5-64 = -71
F0-25-72-70-B6-70 = -71
F0-25-72-70-B6-72 = -73
F0-25-72-70-B6-76 = -69
F0-25-72-70-C2-A6 = -73
F0-25-72-70-C5-B2 = -73
F0-25-72-70-C5-B6 = -73
F0-25-72-7D-19-F0 = -49
F0-25-72-7D-19-F2 = -45
F0-25-72-7D-19-F4 = -45
F0-25-72-7D-19-F6 = -47
F0-25-72-7D-7C-A0 = -69
F0-25-72-7D-7C-A2 = -67
F0-25-72-7D-7C-A4 = -65
F0-25-72-7D-80-D0 = -73
F0-25-72-7D-80-D2 = -75
F0-25-72-7D-80-D4 = -77
F0-25-72-7D-88-70 = -37
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -37
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -51
F0-25-72-7D-8A-C6 = -51
F0-25-72-7D-8B-30 = -57
F0-25-72-7D-8B-34 = -61
F0-25-72-7D-FC-56 = -65
---------------------
========== [FLAGGED] =============
00-25-9C-52-91-1D = -67
6C-B0-CE-ED-2B-BB = -39
B4-18-D1-E0-33-DE = -57
F0-25-72-70-A5-60 = -69
F0-25-72-70-B6-74 = -75
F0-25-72-70-B6-76 = -77
F0-25-72-70-C2-A2 = -75
F0-25-72-7D-19-F0 = -47
F0-25-72-7D-19-F2 = -47
F0-25-72-7D-19-F4 = -47
F0-25-72-7D-19-F6 = -47
F0-25-72-7D-7C-A6 = -69
F0-25-72-7D-80-D0 = -75
F0-25-72-7D-80-D2 = -73
F0-25-72-7D-80-D4 = -71
F0-25-72-7D-88-70 = -39
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -37
F0-25-72-7D-88-F2 = -73
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -45
F0-25-72-7D-8A-C6 = -47
F0-25-72-7D-EA-46 = -71
F0-25-72-7D-EB-80 = -69
F0-25-72-7D-FC-52 = -61
---------------------
00-25-9C-52-91-1D = -67
02-11-87-A5-5A-72 = -55
56-5A-04-2F-2C-A1 = -77
6C-B0-CE-ED-2B-BB = -39
B4-18-D1-E0-33-DE = -59
F0-25-72-70-A5-60 = -69
F0-25-72-70-B6-74 = -75
F0-25-72-70-B6-76 = -77
F0-25-72-70-C2-A0 = -69
F0-25-72-70-C2-A2 = -69
F0-25-72-70-C2-A4 = -71
F0-25-72-70-C2-A6 = -71
F0-25-72-7D-19-F0 = -45
F0-25-72-7D-19-F2 = -45
F0-25-72-7D-19-F4 = -45
F0-25-72-7D-19-F6 = -45
F0-25-72-7D-4F-30 = -57
F0-25-72-7D-4F-34 = -59
F0-25-72-7D-7C-A4 = -71
F0-25-72-7D-7C-A6 = -71
F0-25-72-7D-80-D0 = -75
F0-25-72-7D-80-D2 = -73
F0-25-72-7D-80-D4 = -71
F0-25-72-7D-88-70 = -37
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -39
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -47
F0-25-72-7D-8A-C6 = -49
F0-25-72-7D-EA-46 = -69
F0-25-72-7D-EB-82 = -73
F0-25-72-7D-EB-86 = -71
F0-25-72-7D-FC-50 = -61
F0-25-72-7D-FC-52 = -61
---------------------
00-25-9C-52-91-1D = -67
02-11-87-A5-5A-72 = -59
56-5A-04-2F-2C-A1 = -77
6C-B0-CE-ED-2B-BB = -47
B4-18-D1-E0-33-DE = -63
F0-25-72-70-A5-62 = -77
F0-25-72-70-A5-66 = -71
F0-25-72-70-B6-70 = -71
F0-25-72-70-B6-74 = -73
F0-25-72-70-B6-76 = -75
F0-25-72-70-C2-A0 = -69
F0-25-72-70-C2-A2 = -69
F0-25-72-70-C2-A4 = -69
F0-25-72-70-C2-A6 = -71
F0-25-72-7D-19-F0 = -53
F0-25-72-7D-19-F2 = -55
F0-25-72-7D-19-F4 = -55
F0-25-72-7D-19-F6 = -57
F0-25-72-7D-7C-A2 = -65
F0-25-72-7D-7C-A4 = -65
F0-25-72-7D-7C-A6 = -67
F0-25-72-7D-80-D0 = -71
F0-25-72-7D-80-D2 = -73
F0-25-72-7D-80-D4 = -71
F0-25-72-7D-88-70 = -41
F0-25-72-7D-88-72 = -41
F0-25-72-7D-88-74 = -37
F0-25-72-7D-88-76 = -41
F0-25-72-7D-88-F0 = -71
F0-25-72-7D-88-F2 = -73
F0-25-72-7D-88-F4 = -73
F0-25-72-7D-8A-C0 = -47
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -47
F0-25-72-7D-8A-C6 = -47
F0-25-72-7D-EB-80 = -71
F0-25-72-7D-FC-56 = -61
---------------------
00-22-75-43-1F-68 = -71
00-22-75-43-25-9C = -77
00-25-9C-52-91-1D = -65
6C-B0-CE-ED-2B-BB = -47
B4-18-D1-E0-33-DE = -79
F0-25-72-70-A5-66 = -71
F0-25-72-70-B6-70 = -71
F0-25-72-70-B6-72 = -71
F0-25-72-70-B6-74 = -71
F0-25-72-70-B6-76 = -75
F0-25-72-7D-19-F0 = -45
F0-25-72-7D-19-F2 = -55
F0-25-72-7D-19-F4 = -47
F0-25-72-7D-19-F6 = -57
F0-25-72-7D-4F-30 = -63
F0-25-72-7D-7C-A2 = -67
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -69
F0-25-72-7D-80-D0 = -77
F0-25-72-7D-80-D4 = -75
F0-25-72-7D-88-70 = -41
F0-25-72-7D-88-72 = -39
F0-25-72-7D-88-74 = -39
F0-25-72-7D-88-76 = -39
F0-25-72-7D-88-F4 = -73
F0-25-72-7D-8A-C0 = -49
F0-25-72-7D-8A-C2 = -47
F0-25-72-7D-8A-C4 = -49
F0-25-72-7D-8A-C6 = -47
F0-25-72-7D-8B-34 = -69
F0-25-72-7D-8B-36 = -71
F0-25-72-7D-EA-44 = -69
F0-25-72-7D-EA-46 = -69
F0-25-72-7D-EB-80 = -73
F0-25-72-7D-EB-84 = -73
---------------------
00-25-9C-52-91-1D = -71
02-11-87-A5-5A-72 = -61
56-5A-04-2F-2C-A1 = -77
6C-B0-CE-ED-2B-BB = -43
B4-18-D1-E0-33-DE = -65
F0-25-72-70-A5-60 = -71
F0-25-72-70-A5-64 = -73
F0-25-72-70-B6-72 = -71
F0-25-72-70-B6-74 = -71
F0-25-72-70-C2-A2 = -73
F0-25-72-70-C2-A4 = -69
F0-25-72-7D-19-F0 = -45
F0-25-72-7D-19-F2 = -45
F0-25-72-7D-19-F4 = -45
F0-25-72-7D-19-F6 = -45
F0-25-72-7D-4F-32 = -65
F0-25-72-7D-4F-36 = -65
F0-25-72-7D-7C-A2 = -71
F0-25-72-7D-7C-A4 = -69
F0-25-72-7D-7C-A6 = -69
